casename,judge_name,girls,any_girls,progressive_vote,republican,age,catholic,woman,african,hispanic,child,femplaintiff,area,religion,race,circuit,year
Amantea-Cabrera v. Potter,"Tashima, Atsushi",1,1,0,0,62,0,0,0,0,3,1,employment,7,4,9,2002
Am. Family Ass'n v. City & County of San Francisco,"Tashima, Atsushi",1,1,0,0,62,0,0,0,0,3,NA,employment,7,4,9,2002
Doi v. Halekulani Corp.,"Berzon, Marsha",1,1,0,0,NA,NA,1,NA,NA,2,1,employment,NA,NA,9,2002
B.K.B. v. Maui Police Dep't,"Paez, Richard",1,1,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,2002
Russell v. Hug,"Tashima, Atsushi",1,1,0,0,62,0,0,0,0,3,0,employment,7,4,9,2002
"Winarto v. Toshiba Am. Elecs. Components, Inc.","Wardlaw, Kim",0,0,1,0,NA,NA,1,NA,NA,0,1,employment,NA,NA,9,2001
Hibbs v. HDM Dep't of Human Res.,"Berzon, Marsha",1,1,1,0,NA,NA,1,NA,NA,2,0,pregnancy,NA,NA,9,2001
Bergene v. Salt River Project Agric. Improvement & Power Dist.,"Tallman, Richard",0,0,1,0,NA,NA,0,NA,NA,0,3,employment,NA,NA,9,2001
Swenson v. Potter,"Fletcher, William",0,0,1,0,43,0,0,0,0,0,1,employment,99,1,9,2001
"Marin Tug & Barge,Inc. v. Westport Petroleum, Inc.","Berzon, Marsha",1,1,1,0,NA,NA,1,NA,NA,2,NA,employment,NA,NA,9,2001
Dishman v. UNUM Life Ins. Co. of Am.,"Berzon, Marsha",1,1,1,0,NA,NA,1,NA,NA,2,0,employment,NA,NA,9,2001
Rodriguez v. Airborne Express,"Thomas, David R.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,9,2001
"Little v. Windermere Relocation, Inc.","Gould, Ronald",1,1,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,2001
Air Transp. Ass'n of Am. v. City & County of San Francisco,"Rawlinson, Johnnie",0,0,1,0,NA,NA,0,NA,NA,0,NA,employment,NA,NA,9,2001
Nichols v. Azteca Rest. Enters.,"Gould, Ronald",1,1,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,2001
Sommatino v. United States,"Silverman, Barry",1,1,0,0,NA,NA,0,NA,NA,1,1,employment,NA,NA,9,2001
"S.D. Myers, Inc. v. City & County of San Francisco","Rawlinson, Johnnie",0,0,1,0,NA,NA,0,NA,NA,0,NA,employment,NA,NA,9,2001
Kohler v. Inter-Tel Techs.,"Hawkins, Michael Daly",0,0,0,0,NA,0,0,0,0,2,1,employment,24,1,9,2001
"Rene v. MGM Grand Hotel, Inc.","McKeown, M. Margaret",0,0,0,0,NA,NA,1,NA,NA,0,1,employment,NA,NA,9,2001
Hernaez v. INS,"Paez, Richard",1,1,0,0,NA,NA,0,NA,NA,2,0,employment,NA,NA,9,2001
Foss v. Thompson,William W. Schwarzer,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,9,2001
Keyser v. Sacramento City Unified Sch. Dist.,"Gould, Ronald",1,1,0,0,NA,NA,0,NA,NA,2,3,employment,NA,NA,9,2001
Coleman v. Quaker Oats Co.,"O'Scannlain, Diaruid F.",4,1,0,1,49,1,0,0,0,8,3,employment,4,1,9,2000
Morgan v. AMTRAK,"Thomas, Sidney",0,0,1,0,NA,NA,0,NA,NA,2,0,employment,NA,NA,9,2000
Association of Mexican-American Educators v. California,"Reinhardt, Stephen R.",1,1,0,0,49,0,0,0,0,3,3,employment,5,1,9,2000
Brooks v. City of San Mateo,"Rymer, Pamela A.",0,0,0,1,48,0,1,0,0,0,1,employment,7,1,9,2000
Downs v. Los Angeles Unified Sch. Dist.,"McKeown, M. Margaret",0,0,0,0,NA,NA,1,NA,NA,0,0,employment,NA,NA,9,2000
EEOC v. Dinuba Med. Clinic,"Sidney, Thomas",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,2000
Deppe v. United Airlines,"Hawkins, Michael Daly",0,0,1,0,NA,0,0,0,0,2,0,employment,24,1,9,2000
Fielder v. UAL Corp.,"Fletcher, William",0,0,1,0,43,0,0,0,0,0,1,employment,99,1,9,2000
Kortan v. California Youth Auth.,Lloyd D. George,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,2000
"Frank v. United Airlines, Inc.","O'Scannlain, Diaruid F.",4,1,0,1,49,1,0,0,0,8,1,employment,4,1,9,2000
Brooks v. City of San Mateo,"Rymer, Pamela A.",0,0,0,1,48,0,1,0,0,0,1,employment,7,1,9,2000
Passantino v. Johnson & Johnson Consumer Prods.,"Thomas, Sidney",0,0,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,2000
Schwenk v. Hartford,"Thomas, Sidney",0,0,1,0,NA,NA,0,NA,NA,2,0,employment,NA,NA,9,2000
Santa Maria v. Pacific Bell,"Fletcher, Betty B.",2,1,1,0,56,0,0,0,0,4,0,employment,8,1,9,2000
Marchisheck v. San Mateo County,"Graber, Susan",1,1,0,0,NA,NA,1,NA,NA,1,1,employment,NA,NA,9,1999
Lee v. City & County of San Francisco,"Graber, Susan",1,1,1,0,NA,NA,1,NA,NA,1,0,employment,NA,NA,9,1999
Kelly v. City of Oakland,"Graber, Susan",1,1,1,0,NA,NA,1,NA,NA,1,0,employment,NA,NA,9,1999
"Audette v. International Longshoremen's & Warehousemen's Union, Local 24",William W. Schwarzer,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1999
Norris v. Sysco Corp.,"Thomas, Sidney",0,0,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,1999
Gotthardt v. AMTRAK,"Nelson, Thomas G.",NA,NA,1,1,54,0,0,0,0,2,1,employment,8,1,9,1999
United States v. Ahumada-Aguilar,"Kleinfeld, Andrew J.",1,1,0,1,46,0,0,0,0,3,0,employment,5,1,9,1999
Payne v. Norwest Corp.,"McKeown, M. Margaret",0,0,0,0,NA,NA,1,NA,NA,0,0,employment,NA,NA,9,1999
"Laquaglia v. Rio Hotel & Casino, Inc.",Garr M. King,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1999
Association of Mexican-American Educators v. California,Stephen W. Wilson,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,employment,NA,NA,9,1999
Tolbert v. Page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,9,1999
Balint v. Carson City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1999
Lambert v. Ackerley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1999
Fajardo v. County of Los Angeles,"Kleinfeld, Andrew J.",1,1,1,1,46,0,0,0,0,3,NA,employment,5,1,9,1999
Stanley v. University of S. California,"Reinhardt, Stephen R.",1,1,0,0,49,0,0,0,0,3,1,employment,5,1,9,1999
National Comm. of the Reform Party v. Democratic Nat'l Comm.,Samuel P. King,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,employment,NA,NA,9,1999
Adcock v. Chrysler Corp.,"Wardlaw, Kim",0,0,0,0,NA,NA,1,NA,NA,0,1,employment,NA,NA,9,1999
Lam v. University of Hawaii,"Nelson, Thomas G.",NA,NA,1,1,54,0,0,0,0,2,1,employment,8,1,9,1998
Craft v. Campbell Soup Co.,"Graber, Susan",1,1,0,0,NA,NA,1,NA,NA,1,1,employment,NA,NA,9,1998
Donnelly v. Glickman,"Graber, Susan",1,1,1,0,NA,NA,1,NA,NA,1,1,employment,NA,NA,9,1998
EEOC v. Wal-Mart Stores,"Graber, Susan",1,1,1,0,NA,NA,1,NA,NA,1,1,employment,NA,NA,9,1998
"Godwin v. Hunt Wesson, Inc.","Pregerson, Harry",1,1,1,0,56,0,0,0,0,2,1,employment,5,1,9,1998
Draper v. Coeur Rochester,Jane A. Restani,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1998
Robino v. Iranon,"Rymer, Pamela A.",0,0,0,1,48,0,1,0,0,0,0,employment,7,1,9,1998
Duffield v. Robertson Stephens & Co.,Jane A. Restani,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1998
Oona by Kate S. v. McCaffrey,"Hall, Cynthia H.",0,0,1,1,55,0,1,0,0,0,1,employment,2,1,9,1998
Sloan v. West,"Thomas, Sidney",0,0,1,0,NA,NA,0,NA,NA,2,0,employment,NA,NA,9,1998
Holmes v. California Army Nat'l Guard,"Pregerson, Harry",1,1,1,0,56,0,0,0,0,2,0,employment,5,1,9,1998
Norman-Bloodsaw v. Lawrence Berkeley Lab.,"Hawkins, Michael Daly",0,0,1,0,NA,0,0,0,0,2,NA,employment,24,1,9,1998
Barjon v. Dalton,"Nelson, Thomas G.",NA,NA,1,1,54,0,0,0,0,2,3,employment,8,1,9,1997
Bates v. Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,employment,NA,NA,9,1997
"Aloha Islandair, Inc. v. Tseu","Tashima, Atsushi",1,1,1,0,62,0,0,0,0,3,1,employment,7,4,9,1997
Cordova v. State Farm Ins. Cos.,"Hawkins, Michael Daly",0,0,1,0,NA,0,0,0,0,2,1,employment,24,1,9,1997
Holmes v. California Army Nat'l Guard,"Wiggins, Charles E.",0,0,0,1,57,0,0,0,0,2,0,employment,8,1,9,1997
Meinhold v. United States DOD,"Noonan, John T.",2,1,1,1,59,1,0,0,0,3,0,employment,4,1,9,1997
Rendish v. City of Tacoma,"Trott, Stephen S.",2,1,0,1,49,0,0,0,0,2,1,employment,8,1,9,1997
Nelson v. Cyprus Bagdad Copper Corp.,Jack E. Tanner,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,employment,NA,NA,9,1997
Hashimoto v. Dalton,"Rymer, Pamela A.",0,0,1,1,48,0,1,0,0,0,1,employment,7,1,9,1997
Easton v. Crossland Mortg. Corp.,"Thomas, Sidney",0,0,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,1997
Johnson v. Knowles,"Trott, Stephen S.",2,1,0,1,49,0,0,0,0,2,0,employment,8,1,9,1997
Renteria v. Prudential Ins. Co. of Am.,Jack E. Tanner,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1997
Payne v. Norwest Corp.,"Hawkins, Michael Daly",0,0,1,0,NA,0,0,0,0,2,0,employment,24,1,9,1997
Coalition for Economic Equity v. Wilson,"Kleinfeld, Andrew J.",1,1,0,1,46,0,0,0,0,3,NA,employment,5,1,9,1997
Lumpkin v. Brown,Howard D. McKibben,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,9,1997
Yamaguchi v. United States Dep't of the Air Force,"Nelson, Thomas G.",NA,NA,1,1,54,0,0,0,0,2,1,employment,8,1,9,1997
Gutowsky v. County of Placer,"Goodwin, Alfred T.",2,1,1,1,48,0,0,0,0,5,1,employment,7,1,9,1997
Hodge v. Dalton,"Nelson, Thomas G.",NA,NA,0,1,54,0,0,0,0,2,0,employment,8,1,9,1997
Philips v. Perry,"Rymer, Pamela A.",0,0,0,1,48,0,1,0,0,0,0,employment,7,1,9,1997
"Bradley v. Harcourt, Brace & Co.","Thomas, Sidney",0,0,0,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,1996
Tucker v. California Dep't of Educ.,Samuel P. King,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,9,1996
Eldredge v. Carpenters 46 N. Cal. Counties Joint Apprenticeship & Training Comm.,"Kozinski, Alex",0,0,1,1,35,0,0,0,0,3,1,employment,5,1,9,1996
Holden v. Canadian Consulate,"Tashima, Atsushi",1,1,1,0,62,0,0,0,0,3,1,employment,7,4,9,1996
Keenan v. Allan,Fern M. Smith,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,employment,NA,NA,9,1996
Scott v. Pasadena Unified Sch. Dist.,"McKeown, M. Margaret",0,0,1,0,NA,NA,1,NA,NA,0,1,equal protection,NA,NA,9,2002
United States v. Elder,"Hawkins, Michael Daly",0,0,0,0,NA,0,0,0,0,2,0,criminal,24,1,9,2002
Pagter v. Massanari,"Graber, Susan",1,1,0,0,NA,NA,1,NA,NA,1,0,equal protection,NA,NA,9,2001
Schwenk v. Hartford,"Thomas, Sidney",0,0,1,0,NA,NA,0,NA,NA,2,3,equal protection,NA,NA,9,2000
Neal v. Board of Trustees,"Graber, Susan",1,1,1,0,NA,NA,1,NA,NA,1,0,Title IX,NA,NA,9,1999
United States v. Ahumada-Aguilar,"Kleinfeld, Andrew J.",1,1,0,1,46,0,0,0,0,3,0,immigration,5,1,9,1999
Fajardo v. County of Los Angeles,"Kleinfeld, Andrew J.",1,1,1,1,46,0,0,0,0,3,1,equal protection,5,1,9,1999
Oona by Kate S. v. McCaffrey,"Hall, Cynthia H.",0,0,0,1,55,0,1,0,0,0,1,Title IX,2,1,9,1998
Bergene v. Salt River Project Agric. Improvement & Power Dist.,"Tallman, Richard",0,0,1,0,NA,NA,0,NA,NA,0,3,employment,NA,NA,9,2001
Monterey Mech. Co. v. Wilson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal protection,NA,NA,9,1998
Monterey Mech. Co. v. Wilson,"Kleinfeld, Andrew J.",1,1,0,1,46,0,0,0,0,3,0,equal protection,5,1,9,1997
Planned Parenthood of S. Ariz. v. Lawall,"Tallman, Richard",0,0,0,0,NA,NA,0,NA,NA,0,1,abortion,NA,NA,9,2002
"Santana v. Zilog, Inc.","Trott, Stephen S.",2,1,1,1,49,0,0,0,0,2,1,abortion,8,1,9,1996
Norman-Bloodsaw v. Lawrence Berkeley Lab.,"Hawkins, Michael Daly",0,0,1,0,NA,0,0,0,0,2,1,pregnancy,24,1,9,1998
Wilkes v. Wyo. Dep't of Empl. Div. of Labor Stds.,"Hartz, Harris",0,0,0,1,NA,NA,0,NA,NA,2,1,employment,NA,NA,10,2002
Davey v. Lockheed Martin Corp.,"Briscoe, Mary",0,0,0,0,48,0,1,0,0,0,1,employment,99,1,10,2002
"Ferroni v. Teamsters, Chauffeurs & Warehousemen Local No. 222","Seymour, Stephanie Kulp",3,1,1,0,39,0,1,0,0,4,1,employment,1,1,10,2002
Sizova v. Nat'l Inst. of Stds. & Tech.,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,10,2002
Bartell v. Aurora Pub. Sch.,"Reavley, Thomas M.",2,1,0,0,58,0,0,0,0,4,0,employment,10,1,10,2001
Aquilino v. Univ. of Kan.,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,1,employment,4,1,10,2001
"Harrison v. Eddy Potash, Inc.","Briscoe, Mary",0,0,1,0,48,0,1,0,0,0,1,employment,99,1,10,2001
Gossett v. Oklahoma ex rel. Bd. of Regents for Langston Univ.,"Seymour, Stephanie Kulp",3,1,1,0,39,0,1,0,0,4,0,employment,1,1,10,2001
Walker v. UPS,Milton I. Shadur,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,10,2001
Mallinson-Montague v. Pocrnick,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,10,2000
Martinez v. Wyoming,Wesley E. Brown,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,10,2000
Clinger v. New Mexico Highlands Univ.,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,10,2000
Pastran v. K-Mart Corp.,"Baldock, Bobby R.",0,0,1,1,49,0,0,0,0,2,0,employment,3,1,10,2000
"Knowlton v. Teltrust Phones, Inc.","Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,10,1999
"Bullington v. United Air Lines, Inc.","Brorby, Wade",0,0,1,1,54,0,0,0,0,2,1,employment,7,1,10,1999
Robbins v. Jefferson County Sch. Dist.,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,1,employment,4,1,10,1999
Whitehead v. Oklahoma Gas & Elec. Co.,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,pregnancy,7,1,10,1999
O'Shea v. Yellow Tech. Servs.,"Lucero, Carlos",1,1,1,0,55,1,0,0,1,1,1,employment,4,3,10,1999
Brillhart v. Philips Elecs. N. Am. Corp.,"McWilliams, Robert H.",0,0,0,1,54,0,0,0,0,1,1,employment,2,1,10,1999
"Atchley v. Nordam Group, Inc","Tacha, Deanell R.",2,1,1,1,39,0,0,0,0,4,1,pregnancy,10,1,10,1999
Matthiesen v. Banc One Mortg. Corp.,"Murphy, Michael",1,1,0,0,48,1,0,0,0,2,1,sex discrimination,4,1,10,1999
McCue v. Kansas Department of Human Resources,"Henry, Robert Harlan",0,0,1,0,NA,1,0,0,0,1,1,employment,4,1,10,1999
Lockard v. Pizza Hut,"Henry, Robert Harlan",0,0,1,0,NA,1,0,0,0,1,1,employment,4,1,10,1998
Farley v. United States,J. Thomas Marten,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,10,1998
Gold v. Local 7 United Food & Commer. Workers Union,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,10,1998
Paradis v. Montrose Mem'l Hosp.,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,first amendment,4,1,10,1998
Gudenkauf v. Stauffer Communs.,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,10,1998
Penry v. Federal Home Loan Bank,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,1998
Gunnell v. Utah Valley State College,Bruce D. Black,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,10,1998
Byers v. City of Albuquerque,"Murphy, Michael",1,1,0,0,48,1,0,0,0,2,0,employment,4,1,10,1998
McKnight v. Kimberly Clark Corp.,J. Thomas Greene,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,10,1998
Jeffries v. Dep't of Soc. & Rehab. Servs.,"Henry, Robert Harlan",0,0,1,0,NA,1,0,0,0,1,1,employment,4,1,10,1998
Beaird v. Seagate Tech.,Wiley Y. Daniel,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,10,1998
Zinn v. McKune,"Briscoe, Mary",0,0,0,0,48,0,1,0,0,0,1,employment,99,1,10,1998
Barney v. Pulsipher,"Henry, Robert Harlan",0,0,0,0,NA,1,0,0,0,1,1,equal protection,4,1,10,1998
Smith v. Norwest Fin. Acceptance,"McKay, Monroe G.",5,1,1,0,49,0,0,0,0,9,1,employment,17,1,10,1997
Sprague v. Thorn Ams.,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,1997
Taken v. Oklahoma Corp. Comm'n,William F. Downes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,10,1997
"Harrison v. Eddy Potash, Inc.","Lucero, Carlos",1,1,1,0,55,1,0,0,1,1,1,employment,4,3,10,1997
Seymore v. Shawver & Sons,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,1,employment,4,1,10,1997
Coleman v. B-G Maint. Mgmt.,"Kelly, Paul J., Jr.",3,1,1,1,52,1,0,0,0,5,1,employment,4,1,10,1997
McKenzie v. Renberg's Inc.,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,1996
York v. AT&T,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,1996
Jones v. Runyon,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,1996
Lowe v. Angelo's Italian Foods,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,10,1996
Murrell v. School Dist. No. 1,"Lucero, Carlos",1,1,1,0,55,1,0,0,1,1,1,Title IX,4,3,10,1999
United States v. McHorse,"Briscoe, Mary",0,0,0,0,48,0,1,0,0,0,0,equal protection,99,1,10,1999
Terrell v. INS,"Henry, Robert Harlan",0,0,0,0,NA,1,0,0,0,1,0,immigration,4,1,10,1998
Barney v. Pulsipher,"Henry, Robert Harlan",0,0,0,0,NA,1,0,0,0,1,1,equal protection,4,1,10,1998
Whitney v. New Mexico,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,equal protection,4,1,10,1997
Coleman v. B-G Maint. Mgmt.,"Kelly, Paul J., Jr.",3,1,1,1,52,1,0,0,0,5,1,equal protection,4,1,10,1997
Jane L. v. Bangerter,Wesley E. Brown,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,abortion,NA,NA,10,1996
EEOC v. Horizon/CMS Healthcare Corp.,H. Dale Cook,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,pregnancy,NA,NA,10,2000
"Atchley v. Nordam Group, Inc","Tacha, Deanell R.",2,1,1,1,39,0,0,0,0,4,1,pregnancy,10,1,10,1999
Jackson v. Birmingham Bd. of Educ.,"Goodwin, Alfred T.",2,1,0,1,48,0,0,0,0,5,0,Title IX,7,1,11,2002
Holmes v. W. Palm Beach Hous. Auth.,"Winter, Ralph K.",NA,NA,0,1,46,NA,0,0,0,NA,1,employment,NA,1,11,2002
Dixon v. Burke County,"Cowen, Robert E.",2,1,0,1,57,0,0,0,0,2,1,employment,5,1,11,2002
"Williams v. Motorola, Inc.","Cowen, Robert E.",2,1,0,1,57,0,0,0,0,2,1,employment,5,1,11,2002
"Woodard v. Fanboy, L.L.C.","Cox, Emmett R.",1,1,1,1,53,0,0,0,0,2,1,housing,2,1,11,2002
"EEOC v. Joe's Stone Crabs, Inc.","Bright, Myron",1,1,1,0,49,0,0,0,0,2,1,employment,5,1,11,2002
Walker v. Prudential Prop. & Cas. Ins. Co.,"Meskill, Thomas J.",2,1,0,1,47,1,0,0,0,4,1,employment,4,1,11,2002
Rojas v. Florida,R. Kenton Musgrave,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,2002
"Cofield v. Goldkist, Inc.","Alarcon, Arthur L.",1,1,0,0,54,1,0,0,1,3,1,employment,4,3,11,2001
Pipkins v. City of Temple Terrace,"Kravitch, Phyllis A.",0,0,0,0,59,0,1,0,0,0,1,employment,5,1,11,2001
"Lipphardt v. Durango Steakhouse of Brandon, Inc.","Farris, Joseph Jerome",2,1,1,0,49,0,0,1,0,2,1,employment,8,2,11,2001
Pijnenburg v. W. Ga. Health Sys.,"Cox, Emmett R.",1,1,0,1,53,0,0,0,0,2,1,employment,2,1,11,2001
Perez v. Globe Airport Sec. Servs.,Norma L. Shapiro,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,2001
Roe v. Aware Woman Ctr. for Choice,Anthony A. Alaimo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,abortion,NA,NA,11,2001
Harrington v. Cleburne County Bd. of Educ.,Kennety L. Ryskamp,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,2001
Bonner v. Mobile Energy Servs. Co. L.L.C.,"Politz, Henry A.",NA,NA,1,0,47,1,0,0,0,11,1,employment,4,1,11,2001
Vason v. City of Montgomery,"Fay, Peter T.",0,0,0,1,47,1,0,0,0,2,1,employment,4,1,11,2001
"Durley v. APAC, Inc.","Kravitch, Phyllis A.",0,0,1,0,59,0,1,0,0,0,1,employment,5,1,11,2000
Johnson v. Booker T. Washington Broad. Serv.,"Gibson, John R.",3,1,0,1,64,0,0,0,0,4,1,employment,7,1,11,2000
Davis ex rel. Doe v. Dekalb County Sch. Dist.,"Fay, Peter T.",0,0,0,1,47,1,0,0,0,2,1,Title IX,4,1,11,2000
Stewart v. Booker T. Washington Ins.,"Farris, Joseph Jerome",2,1,0,0,49,0,0,1,0,2,1,employment,8,2,11,2000
Santini v. Cleveland Clinic Fla.,Jane A. Restani,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,2000
Hinson v. Clinch County Bd. of Educ.,"Wilson, Charles",2,1,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,11,2000
Succar v. Dade County Sch. Bd.,"Kravitch, Phyllis A.",0,0,0,0,59,0,1,0,0,0,1,employment,5,1,11,2000
"Lee v. GTE Fla., Inc.",James H. Hancock,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,2000
Carter v. West Publ'g Co.,"Wilson, Charles",2,1,0,0,NA,NA,0,NA,NA,2,1,class action,NA,NA,11,2000
"EEOC v. Joe's Stone Crab, Inc.","Marcus, Stanley",1,1,1,1,NA,NA,0,NA,NA,2,1,employment,NA,NA,11,2000
United States EEOC v. W&O Inc.,Athony A. Alaimo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,2000
Gupta v. Florida Bd. of Regents,"Roney, Paul H.",1,1,0,1,49,0,0,0,0,3,1,employment,7,1,11,2000
"Armindo v. Padlocker, Inc.","Roney, Paul H.",1,1,0,1,49,0,0,0,0,3,1,pregnancy,7,1,11,2000
Hundertmark v. Florida DOT,"Fay, Peter T.",0,0,1,1,47,1,0,0,0,2,1,employment,4,1,11,2000
"O'Connor v. PCA Family Health Plan, Inc.",Robert B. Propst,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,2000
Spivey v. Beverly Enters.,"Roney, Paul H.",1,1,0,1,49,0,0,0,0,3,1,pregnancy,7,1,11,1999
"Mendoza v. Borden, Inc.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1999
Garrett v. University of Ala. Bd. of Trustees,"Abele Cook, Jr.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1999
Stimpson v. City of Tuscaloosa,John F. Nagle,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1999
Scarfo v. Ginsberg,"Roney, Paul H.",1,1,0,1,49,0,0,0,0,3,1,employment,7,1,11,1999
Taylor v. Runyon,"Kravitch, Phyllis A.",0,0,1,0,59,0,1,0,0,0,1,employment,5,1,11,1999
Lathem v. Department of Children & Youth Servs.,"Keith, Damon J.",3,1,1,0,55,0,0,1,0,3,1,employment,3,2,11,1999
Weaver v. Florida Power & Light Co.,Edward S. Smith,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1999
Maniccia v. Brown,Jane A. Restani,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1999
Schoenfeld v. Babbitt,"Hull, Frank",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,11,1999
Lyes v. City of Riviera Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1999
"Coates v. Sundor Brands, Inc.","Roney, Paul H.",1,1,0,1,49,0,0,0,0,3,1,employment,7,1,11,1999
"Llampallas v. Mini-Circuits, Inc.","Thomas N. O'Neill, Jr.",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1998
Crawford v. Babbitt,Richard Mills,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1998
Womack v. Runyon,"Henderson, Albert J.",1,1,0,0,59,0,0,0,0,2,0,employment,3,1,11,1998
Harper v. Blockbuster Entm't Corp.,"Marcus, Stanley",1,1,0,1,NA,NA,0,NA,NA,2,0,employment,NA,NA,11,1998
Arrington v. Cobb County,"Marcus, Stanley",1,1,1,1,NA,NA,0,NA,NA,2,1,employment,NA,NA,11,1998
Mencer v. Hammonds,Tom Stagg,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,11,1998
